HBNAME,Site,Date,Date Analysed,SW Sample Number,N1 Description,N1 Reported Value,N1 Sample 1,N1 Sample 2,N1 Sample 3,Calculated Mean,Standard Deviation,Flow (l/day),Ammonia (mg/l),pH Value,Modelled Flow (l/day),Million Gene Copies Per Person per Day,Analysis Lab,(Row Count)
(Empty),Meadowhead - Kilmarnock HMP,May 2021,14/05/2021,,Positive (DNQ),3254,4177.22759052285,2332.39220225358,,3254.80989638821,1304.49561321812,,42.27,,961709.5028298,1.56509080363051,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,17/05/2021,,Positive (DNQ),9203,13511.430858143,4896.33519770008,,9203.88302792154,6091.79256207,,56.49,,813834.913596329,3.74522067438963,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,18/05/2021,,Positive (DNQ),7909,5123.12772992861,10696.4564531108,,7909.7920915197,3940.93853394388,,60.55,,781955.797996332,3.09255389345468,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,19/05/2021,,Positive,41352,37671.9264505695,45033.5208531569,,41352.7236518632,5205.43332241442,,76.44,,683776.440241051,14.1380090864715,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,20/05/2021,,Positive (DNQ),2646,2319.30581452632,2974.55321315629,,2646.9295138413,463.329878926091,,55.97,,818179.550039509,1.08283179931049,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,21/05/2021,,Positive (DNQ),2691,2128.32897270817,3254.6748077308,,2691.50189021949,796.446777905732,,63.23,,762699.036856325,1.02640294968369,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,24/05/2021,,Positive (DNQ),2384,3946.45551866088,823.122143858011,,2384.78883125944,2208.53020922937,,42.47,,959099.455688162,1.14362483499607,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,25/05/2021,,Positive (DNQ),3801,2114.41610205706,5488.58987438438,,3801.50298822072,2385.90115531444,,64.49,,754083.812973236,1.43332593419331,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,28/05/2021,,Positive (DNQ),3058,6117.51389876973,0,,3058.75694938486,4325.73556182303,,38.85,,1009577.16101857,1.54402557860289,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,May 2021,01/06/2021,,Positive (DNQ),1422,0,2844.71723666873,,1422.35861833437,2011.51884860672,,46.07,,915207.404973574,0.650876570013797,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,03/06/2021,,Positive (DNQ),8352,8352.08528012118,,,8352.08528012118,,,78.55,,673140.592471853,2.81106381691811,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,08/06/2021,,Positive (DNQ),3168.80551935942,2203.68368969502,4133.92734902382,,3168.80551935942,1364.88838085374,,33.42,,1100990.7272161,1.74441274658295,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,10/06/2021,,Weak Positive,683.133071899922,1366.26614379984,0,,683.133071899922,966.096055186464,,66.42,,741389.584256251,0.25323387208379,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,16/06/2021,,Positive (DNQ),7274.93431031652,5556.74862559429,8993.11999503876,,7274.93431031652,2429.88149800949,,70.3,,717547.927187121,2.61005701739505,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,18/06/2021,,Analysis Failed,,,,,,,,79.29,,669516.460732677,,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,24/06/2021,,Analysis Failed,,,,,,,,34.14,,1087562.05796337,,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,28/06/2021,,Weak Positive,687.115006190354,0,1374.23001238071,,687.115006190354,971.727360664472,,55.2,,824731.096274185,0.283342556160907,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,June 2021,30/06/2021,,Positive,465317,525833.644447733,404801.991622626,,465317.818035179,85582.3024508492,,73.77,,697917.335373821,162.376685832536,SEPA,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,05/07/2021,,Positive,14353,11849.2928605837,16857.6346057964,,14353.4637331901,3541.43241053956,,65.2,,749345.106994571,5.377848908445,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,06/07/2021,,Analysis Failed,,,,,,,,4.99,,3290682.76381852,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,09/07/2021,,Positive,49762,58731.9072460569,40792.9400824805,,49762.4236642687,12684.7653288477,,54.24,,833103.804899961,20.7286322478731,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,13/07/2021,,Positive,122035,124564.514855901,119505.554389718,,122035.034622809,3577.22525139261,,72.87,,702867.129357849,42.8872072332099,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,21/07/2021,,Positive (DNQ),8051.89235120715,7842.39990314942,8261.38479926488,,8051.89235120715,296.267061257979,,66.97,,737877.945039117,2.97065689089246,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,26/07/2021,,Positive,143673,135992.721299192,151354.667905465,,143673.694602328,10862.5366175213,,65.18,,749477.477538528,53.840099109597,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,27/07/2021,,Positive,55456,49755.2980407063,61158.5326850862,,55456.9153628963,8063.30454450239,,71.64,,709789.789747981,19.6813761477509,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,July 2021,30/07/2021,,Positive,41543,42431.1057072484,40655.3122896222,,41543.2089984353,1255.67556758992,,77.64,,677671.743882991,14.0763294442326,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,10/08/2021,,Positive (DNQ),9205.5,10134,8277,,9205.5,1313.09729266342,,9.89,,2219411.36233878,10.2153956480048,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,12/08/2021,,Weak Positive,1030,2060,0,,1030,1456.63996924429,,49.44,,878754.107208974,0.452558365212621,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,17/08/2021,,Negative,0,,,,,,,47.4,,900333.427506005,0,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,19/08/2021,,Weak Positive,4582.61582971257,9165.23165942514,0,,4582.61582971257,6480.79745752515,,44.75,,930654.047052926,2.1324149840054,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,24/08/2021,,Analysis Failed,,,,,,,,57.7,,803964.961024984,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,26/08/2021,,Positive,14879,18163.6495282111,11594.4105460464,,14879.0300371288,4645.15343152366,,47.81,,895880.115162066,6.66491357158139,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,August 2021,31/08/2021,,Positive,135908,115279.856604516,156537.738185622,,135908.797395069,29173.727843392,,73.76,,697971.809803475,47.4302546430251,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,September 2021,02/09/2021,,Positive,54490,54490.0698687509,,,54490.0698687509,,,46.14,,914407.751318238,24.9130711289291,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,September 2021,09/09/2021,,Positive,297567,309318.865701418,285815.661103798,,297567.263402608,16619.2753505917,,74.16,,695801.867618107,103.523928808772,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,September 2021,13/09/2021,,Analysis Failed,,,,,,,,19.69,,1493017.14165793,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,September 2021,27/09/2021,,Analysis Failed,,,,,,,,43.53,,945582.877069809,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,September 2021,29/09/2021,,Analysis Failed,,,,,,,,77.44,,678678.834210644,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,04/10/2021,,Positive,5151107,5240241.12203814,5061974.2905754,,5151107.70630677,126053.685387943,,43.22,,949481.754445037,2445.44139115975,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,11/10/2021,,Analysis Failed,,,,,,,,24.44,,1318344.68237422,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,13/10/2021,,Positive,67180,56968.1524668413,77391.9219696657,,67180.0372182535,14441.7859128382,,71.57,,710189.392802896,23.8552749202537,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,15/10/2021,,Analysis Failed,,,,,,,,38.78,,1010625.9440946,,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,19/10/2021,,Positive,13966,10193.2532873669,17740.7324724436,,13966.9928799052,5336.87371263205,,27.02,,1244331.47223514,8.68978440647511,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,26/10/2021,,Positive,315466,323587.828012434,307345.249995149,,315466.539003791,11485.2370599732,,22.9,,1368681.8742958,215.88666694066,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,October 2021,28/10/2021,,Positive,585320,591281.824180756,579360.132053622,,585320.978117189,8429.90934631453,,14.6,,1773570.95949995,519.054144387377,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,02/11/2021,,Positive,40809,17103.6634496356,64515.4695633018,,40809.5665064687,33525.2096112752,,35.83,,1057726.16408881,21.5826731195072,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,04/11/2021,,Positive,63292,45862.3909558154,80722.7132211041,,63292.5520884597,24649.970268134,,45.83,,917963.673277991,29.0501318031305,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,09/11/2021,,Positive,246918,246437.830310759,247399.026408616,,246918.428359687,679.668278844979,,33.72,,1095340.55349618,135.229883993953,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,11/11/2021,,Weak Positive,1632.35251512872,0,3264.70503025745,,1632.35251512872,2308.49506546888,,22.71,,1375262.88619631,1.12245691562287,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,16/11/2021,,Positive,11805,9997.33555163336,13613.2472636452,,11805.2914076393,2556.83569173543,,32.91,,1110781.7588872,6.55655117697678,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,18/11/2021,,Weak Positive,6201.65351720775,9716.92682840918,2686.38020600633,,6201.65351720775,4971.34719214923,,28.2,,1214082.7544773,3.7646602922427,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,23/11/2021,,Positive,184182,184026.1909,184338.9532,,184182.57205,221.156343229503,,31.55,,1138101.76301592,104.809254983455,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,26/11/2021,,Positive,108524,104233.457711779,112815.404669167,,108524.431190473,6068.35288935232,,34.61,,1079034.39925054,58.5507972068094,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,November 2021,06/12/2021,,Positive,22774,26443.0301333138,19105.0148853103,,22774.0225093121,5188.76034231358,,68.88,,726027.680644823,8.26728537069441,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,December 2021,07/12/2021,,Positive,21067,21082,21053,,21067.5,20.5060966544099,,2.71,,4676610.21334602,49.2622428348337,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,December 2021,09/12/2021,,Weak Positive,2347.93506332789,0,4695.87012665578,,2347.93506332789,3320.48161012964,,39.31,,1002758.49906213,1.17720591999901,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,December 2021,14/12/2021,,Weak Positive,5500.60154332469,4380.25983784533,6620.94324880405,,5500.60154332469,1584.40243438112,,76.84,,681724.855883173,1.87494839719689,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,December 2021,16/12/2021,,Positive,9569,9391.33855466193,9747.116317848,,9569.22743625497,251.572868944249,,74.03,,696505.072084279,3.33250772263981,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,January 2022,07/01/2022,,Negative,0,,,,,,,66.83,,738767.495032156,0,SEPA - Low Volume,1
(Empty),Meadowhead - Kilmarnock HMP,January 2022,12/01/2022,,Positive,10812,11900.4183353055,9725.58016815961,,10812.9992517325,1537.84281597213,,48.36,,889999.800101046,4.81178358626736,SEPA - Low Volume,1
Tayside,Montrose,November 2021,03/11/2021,15533822,Positive,133917,158693.579702472,109142.11722973,,133917.848466101,35038.175132187,,9.98,,13101657.5418936,118.638568486717,SEPA - Low Volume,1
Tayside,Montrose,November 2021,08/11/2021,15541270,Positive,82004,85420.7965960491,78588.7417580419,,82004.7691770455,4830.9923053933,,10.92,,12439977.1396973,68.9794748737983,SEPA - Low Volume,1
Tayside,Montrose,November 2021,11/11/2021,15553448,Positive,98408,92225.1379968847,104591.550004333,,98408.3440006086,8744.37378941314,,14.75,,10462761.1368428,69.620866667836,SEPA - Low Volume,1
Tayside,Montrose,November 2021,12/11/2021,15557791,Positive,44772,42471.6345795969,47074.3225688688,,44772.9785742329,3254.59188890008,,15.61,,10126910.7200278,30.658729913515,SEPA - Low Volume,1
Tayside,Montrose,November 2021,19/11/2021,15587303,Positive,264169,261367.015,266971.0308,,264169.0229,3962.63757405655,,14.9,,10401989.0246576,185.80588794782,SEPA - Low Volume,1
Tayside,Montrose,November 2021,24/11/2021,15600563,Positive,249927,241877.207852053,257978.461677856,,249927.834764955,11385.3057658312,,15.19,,10287186.8551526,173.849099772182,SEPA - Low Volume,1
Tayside,Montrose,November 2021,26/11/2021,15611636,Analysis Failed,,,,,,,,17.03,,9631800.14744703,,SEPA - Low Volume,1
Tayside,Montrose,November 2021,06/12/2021,15626768,Positive,143166,105021.927982982,181311.829836827,,143166.878909905,53945.1069369099,,12.86,,11322227.9335097,109.606331431951,SEPA - Low Volume,1
Tayside,Montrose,December 2021,06/12/2021,15635696,Positive,58070,42116.1731550392,74024.8773597832,,58070.5252574112,22562.8611220502,,6.49,,16785057.5365201,65.9082498898906,SEPA - Low Volume,1
Tayside,Montrose,December 2021,09/12/2021,15656310,Positive,23010,30528.4832154138,15491.5912936192,,23010.0372545165,10632.6882458702,,9.44,,13528048.3742469,21.048136930984,SEPA - Low Volume,1
Tayside,Montrose,December 2021,13/12/2021,15662775,Positive,40342,37096.2818580588,43589.3687051196,,40342.8252815892,4591.30574038987,,7.93,,14956071.9995799,40.7985799971548,SEPA - Low Volume,1
Tayside,Montrose,December 2021,16/12/2021,15674546,Positive,23350,12627.035465298,34073.6829121555,,23350.3591887267,15165.0698433901,,12.59,,11461393.4801829,18.0963996595849,SEPA - Low Volume,1
Tayside,Montrose,December 2021,17/12/2021,15681632,Positive,21031,20774.1758301385,21289.7380630942,,21031.9569466163,364.557551046685,,15.43,,10194758.4822941,14.4983245304456,SEPA - Low Volume,1
Tayside,Montrose,December 2021,21/12/2021,15688372,Positive,124611,138442.570822501,110781.279153957,,124611.924988229,19559.4869152062,,15.4,,10206187.7982245,85.9972079469967,SEPA - Low Volume,1
Tayside,Montrose,January 2022,06/01/2022,15757710,Positive,28401,27798.5842504774,29004.2333376621,,28401.4087940698,852.522645279697,,11.88,,11850898.4078281,22.758956674401,SEPA - Low Volume,1
Tayside,Montrose,January 2022,07/01/2022,15760462,Positive,61083,34045.6071850362,88122.273064046,,61083.9401245411,38237.9771470071,,13.3,,11105037.4737101,45.8678371847246,SEPA - Low Volume,1
Tayside,Montrose,January 2022,14/01/2022,,Positive,58214,55280.619052779,61148.2661737122,,58214.4426132456,4149.05306882157,,,,,46.2179640505866,SEPA - Low Volume,1
Ayrshire and Arran,Muirkirk,February 2021,11/02/2021,14700472,Positive,49531,48627.1059396296,50436.4278407102,,49531.7668901699,1279.38378560348,,8.64,,1971223.31745164,60.8716794566597,SEPA,1
Ayrshire and Arran,Muirkirk,February 2021,15/02/2021,14700475,Positive,10106,8934.13132662907,11278.1760841756,,10106.1537054023,1657.48994346593,,9.52,,1864163.72738855,11.7453398759504,SEPA,1
Ayrshire and Arran,Muirkirk,February 2021,18/02/2021,14700481,Positive (DNQ),3649,3966.16482769914,3332.41088811484,,3649.28785790699,448.131708283751,,9.23,,1897663.41978273,4.31740653130136,SEPA,1
Ayrshire and Arran,Muirkirk,February 2021,22/02/2021,14700478,Weak Positive,1198,973.773493848002,1423.67007995188,,1198.72178689994,318.124926866727,,3.53,,3300245.32978101,2.46638153299456,SEPA,1
Ayrshire and Arran,Muirkirk,February 2021,24/02/2021,14700484,Analysis Failed,,,,,,,,5.32,,2606073.6567893,,SEPA,1
Ayrshire and Arran,Muirkirk,February 2021,25/02/2021,14700484,Positive (DNQ),4967,6358.75854631373,3577.13459196734,,4967.94656914053,1966.90516082927,,5.32,,2606073.6567893,8.07159269462215,SEPA,1
Ayrshire and Arran,Muirkirk,February 2021,25/02/2021,14700487,Weak Positive,830,830.050910254588,,,830.050910254588,,,3.81,,3158351.61293058,1.63440937108296,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,03/03/2021,14718491,Positive (DNQ),3741,2499.6520322966,4982.54951828052,,3741.10077528856,1755.67364933026,950400,12.07,,1626083.83977661,2.21667218007123,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,04/03/2021,,Positive,11361,10161.652696246,12560.9625363249,,11361.3076162855,1696.56825808734,,12.31,,1607755.3180499,11.3879069451894,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,09/03/2021,14733946,Positive (DNQ),2054,1701.93453835613,2406.35773099646,,2054.1461346763,498.10241634106,,15.07,,1430996.93339993,1.83259153333983,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,10/03/2021,14730903,Positive (DNQ),4087.55211161363,4732.29987299479,3442.80435023246,,4087.55211161363,911.811028454937,,12.4,,1601026.58418764,4.07997480981654,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,16/03/2021,14755517,Negative,0,0,0,,0,0,,6.37,,2349352.90434839,0,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,22/03/2021,14757693,Analysis Failed,,,,,,,,9.26,,1894121.40486262,,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,25/03/2021,14757693,Negative,0,,,,,,,9.26,,1894121.40486262,0,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,23/03/2021,14779452,Weak Positive,818,1636.66376115032,0,,818.33188057516,1157.29604403167,,10.06,,1805879.90379629,0.921327367684855,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,24/03/2021,14765105,Positive,16568,11908.7473402812,21228.4893755133,,16568.6183578972,6590.0527920219,,12.46,,1596583.35945962,16.4920077053965,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,31/03/2021,14786966,Analysis Failed,,,,,,,,4.41,,2903310.67890808,,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,01/04/2021,14786966,Negative,0,,,,,,,4.41,,2903310.67890808,0,SEPA,1
Ayrshire and Arran,Muirkirk,March 2021,01/04/2021,14798800,Analysis Failed,,,,,,,,8.56,,1981808.93246152,,SEPA,1
Ayrshire and Arran,Muirkirk,April 2021,08/04/2021,14817864,Analysis Failed,,,,,,,,14.53,,1461378.56123988,,SEPA,1
Ayrshire and Arran,Muirkirk,April 2021,09/04/2021,14810772,Positive,13998,11826.8568793036,16170.5504080085,,13998.703643656,3071.45514954338,,14.92,,1439262.26793444,12.5609762807422,SEPA,1
Ayrshire and Arran,Muirkirk,April 2021,13/04/2021,14830401,Positive,92630,94826.2105012538,90434.0845496102,,92630.147525432,3105.70204423262,,15.21,,1423398.73706369,82.2005205746404,SEPA,1
Ayrshire and Arran,Muirkirk,April 2021,29/04/2021,14875665,Weak Positive,336,672,0,,336,475.17575695736,,15.56,,1404876.35564277,0.294288313900232,SEPA,1
Ayrshire and Arran,Muirkirk,April 2021,30/04/2021,14872847,Weak Positive,297,0,595.922527029522,,297.961263514761,421.380859924399,,17.88,,1296844.7177891,0.240903672503044,SEPA,1
Ayrshire and Arran,Muirkirk,May 2021,06/05/2021,14894538,Weak Positive,976,1953.41298483585,0,,976.706492417925,1381.27156803528,,8.69,,1964685.40096473,1.19633477972629,SEPA,1
Ayrshire and Arran,Muirkirk,May 2021,10/05/2021,14897533,Negative,0,,,,,,,4.99,,2703948.91760683,0,SEPA,1
Highland,Nairn,June 2020,(Empty),13953141,Negative,0,,,,,,3913920,,,,0,SEPA,1
Highland,Nairn,August 2020,(Empty),14074812,Negative,0,,,,,,2781216,26.69,7.2,3347421.00659706,0,SEPA,1
Highland,Nairn,August 2020,(Empty),14144259,Negative,0,,433.940956373616,,433.940956373616,,3423168,26.4,7.3,3376591.33107523,0,SEPA,1
Highland,Nairn,September 2020,(Empty),14114751,Negative,0,,,,,,3054240,27.34,7.1,3284059.93080763,0,SEPA,1
Highland,Nairn,September 2020,(Empty),14163589,Negative,0,,,,,,4402944,27.37,7.3,3281200.81052943,0,SEPA,1
Highland,Nairn,September 2020,(Empty),14204970,Negative,0,,,,,,4860864,18.12,,4552876.91553475,0,SEPA,1
Highland,Nairn,September 2020,(Empty),14234395,Negative,0,379.790361594893,,,379.790361594893,,3713472,26.23,7.2,3393959.97987566,0,SEPA,1
Highland,Nairn,September 2020,(Empty),14177724,Positive,33918,33856.06,34420.52,33476.21,33917.5966666667,475.153043800976,2702592,28.85,7.3,3146797.61955991,9.42187536340425,SEPA,1
Highland,Nairn,October 2020,(Empty),14281077,Positive (DNQ),8924.04599990394,12637.6647712504,7628.78715815062,6505.82407002259,8924.09199980787,3264.6942538198,4564512,18.51,,4476525.22897668,4.18687686527156,SEPA,1
Highland,Nairn,October 2020,(Empty),14296775,Positive (DNQ),4410,6067.05820993112,2533.29790130722,4630.03428834022,4410.13013319285,1777.11391244055,6153408,8.89,6.9,8014844.68028411,2.78932367587933,SEPA,1
Highland,Nairn,October 2020,(Empty),14321283,Positive (DNQ),6534.61741589932,5133.6151403052,6961.78763584147,7508.44947155128,6534.61741589932,1243.71030502296,5508864,14.28,7.2,5500842.99278355,3.70010470101971,SEPA,1
Highland,Nairn,November 2020,(Empty),14343243,Positive (DNQ),2389.87515843808,2282.22997918857,2466.18697558472,2420.83399585522,2389.75031687617,95.8367907169679,5022432,18.14,7.3,4548889.84604229,1.23366825608891,SEPA,1
Highland,Nairn,November 2020,(Empty),14379056,Weak Positive,835.109130611737,1226.65511472748,777.719232929845,501.280436013098,835.218261223474,366.08975650929,1745280,21.58,,3962890.26685636,0.149829348026324,SEPA,1
Highland,Nairn,November 2020,(Empty),14355526,Negative,0,,,525.170671319137,525.170671319137,,7360416,13.77,7.1,5662040.10259185,0,SEPA,1
Highland,Nairn,November 2020,(Empty),14397376,Weak Positive,906.910568934271,1359.30913354054,,1361.15428006509,1360.23170680281,1.30471561979406,6661440,19.93,7.3,4221305.19211552,0.931349768831795,SEPA,1
Highland,Nairn,December 2020,(Empty),14419290,Negative,0,,,,,,6073920,19.04,7.1,4377274.8485036,0,SEPA,1
Highland,Nairn,December 2020,(Empty),14466207,Negative,0,,,,,,5826816,12.87,,5974296.6046222,0,SEPA,1
Highland,Nairn,December 2020,(Empty),14444650,Negative,0,,,,,,5419872,13.01,7,5923181.86575847,0,SEPA,1
Highland,Nairn,January 2021,06/01/2021,14556074,Positive,14404,11982.2932064365,19329.4160839487,11902.6904885334,14404.7999263062,4265.02841412099,4942080,16.78,7.2,4839328.80865842,7.31726525026204,SEPA,1
Highland,Nairn,January 2021,13/01/2021,14568592,Positive,32871,33692.7737753774,32051.2169199942,,32871.9953476858,1160.75598414473,4237056,17.34,7.1,4714788.52045841,14.3160124493662,SEPA,1
Highland,Nairn,January 2021,20/01/2021,14585745,Positive,5079,5079.47742976128,2956.42533250098,,4017.95138113113,1501.22453478508,5594400,13.71,7,5681710.69070771,2.31041496624524,SEPA,1
Highland,Nairn,January 2021,28/01/2021,14599539,Analysis Failed,,,,,,,5069952,16.18,,4981315.49889224,,Roslin,1
Highland,Nairn,February 2021,03/02/2021,14622415,Positive (DNQ),1697,1641.33987733221,1754.07941750221,,1697.70964741721,79.7188933620628,4834944,16.86,,4821083.30539875,0.843697304298691,SEPA,1
Highland,Nairn,February 2021,10/02/2021,14637656,Positive,115707,126085.553110973,105329.506342027,,115707.5297265,14676.7414209474,4417632,18.41,,4495825.83067757,52.5391392702989,SEPA,1
Highland,Nairn,February 2021,17/02/2021,14663887,Positive (DNQ),5226,3810.59642326342,6642.61553108278,,5226.6059771731,2002.53991558894,4873824,18.43,,4491950.68043148,2.61831202077189,SEPA,1
Highland,Nairn,February 2021,24/02/2021,14682321,Positive (DNQ),2871,3906.48738922512,1836.16854650629,,2871.3279678657,1463.93649290477,4320000,16.95,,4800741.89457541,1.27496524012538,SEPA,1
Highland,Nairn,March 2021,04/03/2021,14713853,Weak Positive,437,0,875.249981228039,,437.62499061402,618.895196959745,4527360,20.72,,4092972.54520361,0.20364743319008,SEPA,1
Highland,Nairn,March 2021,11/03/2021,14727459,Analysis Failed,,,,,,,4950720,17.52,,4676277.29639741,,SEPA,1
Highland,Nairn,March 2021,17/03/2021,14755520,Positive (DNQ),4870.48809102968,4870.48809102968,,,4870.48809102968,,,18.06,,4564885.64342183,2.28525245792973,SEPA,1
Highland,Nairn,March 2021,25/03/2021,14769390,Weak Positive,1176,1193.90538854458,1159.13817386031,,1176.52178120245,24.5841332662151,,22.7,,3806800.56732809,0.460353971030459,SEPA,1
Highland,Nairn,April 2021,06/04/2021,,Weak Positive,798,0,1597.51613876689,,798.758069383443,1129.61449477702,,,,,0.383989087356737,SEPA,1
Highland,Nairn,April 2021,08/04/2021,14814661,Positive (DNQ),6607,6652.16825089119,6562.24383029163,,6607.20604059141,63.5861676002164,,20.34,,4153585.83539405,2.82080351749722,SEPA,1
Highland,Nairn,April 2021,15/04/2021,14834348,Negative,0,,,,,,,22.31,,3859556.89582274,0,SEPA,1
Highland,Nairn,April 2021,28/04/2021,14872850,Negative,0,,,,,,,34.74,,2715127.1458744,0,SEPA,1
Highland,Nairn,May 2021,06/05/2021,14890685,Negative,0,,,,,,,18.96,,4391936.84368262,0,SEPA,1
Highland,Nairn,May 2021,13/05/2021,14924034,Weak Positive,685,0,1371.45374838308,,685.726874191541,969.764245565386,,15.61,,5125238.60085001,0.361241016059894,SEPA,1
Highland,Nairn,May 2021,19/05/2021,,Weak Positive,402,0,804.191826933552,,402.095913466776,568.649494199513,,,,,0.193300636025075,SEPA,1
Highland,Nairn,May 2021,28/05/2021,14974515,Analysis Failed,,,,,,,,11.62,,6479284.22230315,,SEPA,1
Highland,Nairn,June 2021,04/06/2021,,Negative,0,,,,,,,,,,0,SEPA,1
Highland,Nairn,June 2021,11/06/2021,,Positive (DNQ),9998.97125157906,9847.9420353841,10150.000467774,,9998.97125157906,213.587565857493,,,,,4.80683199653154,SEPA,1
Highland,Nairn,June 2021,21/06/2021,15032252,Positive (DNQ),1608.0172453917,1999.96243565409,1216.07205512931,,1608.0172453917,554.294203775974,,24.15,,3624125.83627489,0.598998544989171,SEPA,1
Highland,Nairn,June 2021,28/06/2021,,Positive,51612,45149.5330419003,58075.1142335378,,51612.323637719,9139.76611138417,,,,,24.811729370454,SEPA,1
Highland,Nairn,July 2021,05/07/2021,15084004,Positive,87833,89961.6105970865,85704.8806965155,,87833.245646801,3009.96257837325,,34.29,,2743387.47927758,24.7672552545735,SEPA - Low Volume,1
Highland,Nairn,July 2021,08/07/2021,15118193,Positive,205558,209163.811725665,201953.3004672,,205558.556096432,5098.6014066827,,21.47,,3979006.7404119,84.0701901795707,SEPA - Low Volume,1
